id_pedido,id_produto,quantidade,valor_unitario,custo_envio,valor_total_venda
PED01968,PROD0061,2,44.07,47.35,88.14
PED01195,PROD0026,3,33.36,30.63,100.08
PED01254,PROD0034,4,39.95,27.56,159.8
PED00719,PROD0044,2,471.52,32.24,943.04
PED00074,PROD0034,1,426.44,32.73,426.44
PED01293,PROD0027,3,424.02,12.66,1272.06
PED01922,PROD0008,4,462.87,35.89,1851.48
PED00625,PROD0075,2,257.58,25.36,515.16
PED00061,PROD0014,4,131.2,28.28,524.8
PED00873,PROD0020,2,206.66,6.36,413.32
PED00319,PROD0051,1,362.24,39.41,362.24
PED00101,PROD0034,3,439.26,42.59,1317.78
PED01452,PROD0096,1,223.19,32.87,223.19
PED00873,PROD0050,3,272.34,38.69,817.02
PED01745,PROD0082,3,466.57,28.52,1399.71
PED00953,PROD0054,4,62.67,32.83,250.68
PED00254,PROD0086,2,432.53,22.76,865.06
PED01555,PROD0076,1,88.06,40.63,88.06
PED00569,PROD0043,1,247.09,26.07,247.09
PED00111,PROD0064,1,117.03,35.61,117.03
PED00984,PROD0092,4,305.44,32.96,1221.76
PED01336,PROD0087,4,283.7,36.6,1134.8
PED00997,PROD0079,4,196.2,40.33,784.8
PED00460,PROD0024,3,433.02,28.07,1299.06
PED00707,PROD0086,1,333.31,41.59,333.31
PED00886,PROD0091,3,363.39,27.38,1090.17
PED01485,PROD0046,1,83.82,48.05,83.82
PED01888,PROD0079,1,442.75,38.87,442.75
PED01115,PROD0055,2,91.85,12.7,183.7
PED01075,PROD0037,1,119.16,42.33,119.16
PED01828,PROD0010,4,72.75,29.82,291.0
PED00519,PROD0066,4,225.78,49.3,903.12
PED00811,PROD0014,4,444.98,37.35,1779.92
PED01121,PROD0000,2,133.7,8.8,267.4
PED00235,PROD0006,2,193.14,22.77,386.28
PED01924,PROD0000,3,424.57,28.28,1273.71
PED01397,PROD0048,1,312.73,42.76,312.73
PED01604,PROD0095,1,378.29,37.82,378.29
PED00926,PROD0072,4,114.86,21.62,459.44
PED00556,PROD0028,4,361.08,34.4,1444.32
PED00648,PROD0025,4,121.53,30.96,486.12
PED00233,PROD0086,4,493.78,10.67,1975.12
PED01055,PROD0044,4,284.34,15.57,1137.36
PED01312,PROD0092,4,350.86,20.35,1403.44
PED01661,PROD0096,1,68.02,13.8,68.02
PED00578,PROD0070,2,132.82,11.76,265.64
PED00541,PROD0011,4,78.47,7.62,313.88
PED00113,PROD0094,1,201.18,44.29,201.18
PED00203,PROD0031,4,149.23,18.0,596.92
PED01052,PROD0019,3,369.13,18.06,1107.3899999999999
PED00642,PROD0050,3,63.27,14.28,189.81
PED00473,PROD0080,1,378.51,26.39,378.51
PED00696,PROD0035,2,32.4,28.14,64.8
PED00252,PROD0066,3,108.99,14.37,326.96999999999997
PED01821,PROD0000,3,398.06,32.39,1194.18
PED00904,PROD0026,2,373.96,37.53,747.92
PED01945,PROD0039,3,243.4,21.82,730.2
PED00385,PROD0096,4,34.49,31.35,137.96
PED00061,PROD0083,2,308.85,27.6,617.7
PED00514,PROD0013,3,209.29,13.8,627.87
PED00429,PROD0099,2,165.1,37.85,330.2
PED00579,PROD0068,4,323.8,41.07,1295.2
PED01560,PROD0086,3,223.94,34.2,671.8199999999999
PED01714,PROD0078,1,55.29,19.58,55.29
PED01164,PROD0005,3,458.82,46.71,1376.46
PED00742,PROD0032,3,391.46,25.49,1174.3799999999999
PED01323,PROD0054,4,37.63,16.96,150.52
PED00674,PROD0018,1,267.28,23.37,267.28
PED00310,PROD0076,1,50.86,36.14,50.86
PED00470,PROD0028,1,420.27,43.07,420.27
PED01416,PROD0060,4,310.38,21.05,1241.52
PED01665,PROD0069,4,94.5,15.47,378.0
PED01468,PROD0078,4,20.16,33.19,80.64
PED01781,PROD0079,4,25.47,46.45,101.88
PED00808,PROD0023,4,258.61,13.25,1034.44
PED00171,PROD0022,1,369.84,41.14,369.84
PED00575,PROD0009,2,69.21,26.45,138.42
PED00030,PROD0053,4,118.43,40.98,473.72
PED00046,PROD0040,2,170.36,27.75,340.72
PED00129,PROD0048,3,116.86,21.98,350.58
PED00351,PROD0016,3,201.75,36.35,605.25
PED00977,PROD0055,4,284.21,45.53,1136.84
PED01868,PROD0044,3,345.62,19.41,1036.8600000000001
PED01645,PROD0029,2,482.25,25.73,964.5
PED01604,PROD0043,3,466.11,15.32,1398.33
PED00057,PROD0073,3,289.36,13.25,868.08
PED01129,PROD0054,2,369.73,40.01,739.46
PED00811,PROD0018,3,475.93,14.03,1427.79
PED01353,PROD0028,4,50.9,40.7,203.6
PED00767,PROD0001,2,12.76,24.31,25.52
PED01847,PROD0035,2,24.6,49.78,49.2
PED00682,PROD0018,1,286.04,13.88,286.04
PED01406,PROD0006,1,383.79,9.18,383.79
PED01185,PROD0025,2,189.87,8.39,379.74
PED00996,PROD0078,2,277.17,42.59,554.34
PED00285,PROD0037,1,263.02,24.7,263.02
PED01094,PROD0002,4,56.44,5.14,225.76
PED01790,PROD0079,3,167.58,44.36,502.74
PED01477,PROD0065,3,19.52,44.46,58.56
PED00885,PROD0094,3,64.25,41.29,192.75
PED01590,PROD0091,2,407.81,16.17,815.62
PED01858,PROD0070,4,416.41,21.77,1665.64
PED00396,PROD0093,1,402.95,38.52,402.95
PED01538,PROD0042,4,366.14,27.02,1464.56
PED00025,PROD0061,4,398.72,11.92,1594.88
PED00312,PROD0070,3,338.78,15.93,1016.3399999999999
PED00125,PROD0099,1,338.22,48.77,338.22
PED01431,PROD0092,4,337.01,11.8,1348.04
PED01588,PROD0023,1,261.88,37.67,261.88
PED01221,PROD0038,2,188.04,26.51,376.08
PED00810,PROD0067,3,367.8,38.69,1103.4
PED00187,PROD0092,1,156.34,34.75,156.34
PED00697,PROD0043,2,276.02,24.76,552.04
PED01840,PROD0004,2,222.34,20.93,444.68
PED00809,PROD0054,2,145.54,38.95,291.08
PED00715,PROD0092,4,487.6,19.54,1950.4
PED01507,PROD0029,4,136.79,40.45,547.16
PED00449,PROD0028,3,161.55,35.59,484.65000000000003
PED00522,PROD0025,3,89.18,31.0,267.54
PED01894,PROD0082,2,413.26,21.6,826.52
PED01377,PROD0025,3,297.43,14.23,892.29
PED00985,PROD0036,4,310.39,36.97,1241.56
PED00657,PROD0090,3,412.08,9.11,1236.24
PED00596,PROD0093,1,178.03,48.67,178.03
PED00099,PROD0052,4,104.88,49.04,419.52
PED00615,PROD0029,2,107.22,10.86,214.44
PED00947,PROD0002,2,368.98,9.68,737.96
PED01581,PROD0042,3,310.92,23.57,932.76
PED00555,PROD0006,4,111.11,48.37,444.44
PED00277,PROD0048,2,81.08,23.01,162.16
PED01716,PROD0072,2,69.14,21.37,138.28
PED01722,PROD0040,4,317.62,36.66,1270.48
PED01649,PROD0076,4,10.06,13.04,40.24
PED00490,PROD0078,2,18.98,21.35,37.96
PED00254,PROD0053,3,200.88,18.11,602.64
PED00380,PROD0068,3,348.76,32.07,1046.28
PED00891,PROD0092,3,350.57,12.32,1051.71
PED00541,PROD0098,1,220.76,29.69,220.76
PED01287,PROD0090,4,348.63,43.59,1394.52
PED01633,PROD0026,2,265.34,28.14,530.68
PED00824,PROD0007,1,488.7,35.76,488.7
PED00878,PROD0031,3,89.61,8.39,268.83
PED01352,PROD0083,1,304.33,25.21,304.33
PED01138,PROD0063,2,250.71,9.27,501.42
PED01299,PROD0009,2,105.29,31.98,210.58
PED01511,PROD0012,4,377.5,17.65,1510.0
PED00280,PROD0062,3,145.0,17.93,435.0
PED01298,PROD0092,3,197.04,8.45,591.12
PED00772,PROD0034,1,193.67,18.96,193.67
PED00842,PROD0060,3,129.66,27.8,388.98
PED00718,PROD0053,1,221.05,31.31,221.05
PED01919,PROD0007,2,241.94,8.0,483.88
PED00327,PROD0028,2,374.67,34.32,749.34
PED00210,PROD0094,2,384.88,27.0,769.76
PED00726,PROD0040,2,87.69,29.16,175.38
PED00922,PROD0029,2,300.46,42.48,600.92
PED00551,PROD0085,1,449.14,20.4,449.14
PED00025,PROD0020,2,63.31,12.83,126.62
PED00026,PROD0075,1,241.73,29.83,241.73
PED00701,PROD0010,2,377.67,47.53,755.34
PED01106,PROD0001,1,309.63,28.3,309.63
PED01919,PROD0049,1,59.29,42.44,59.29
PED01969,PROD0040,1,204.34,39.07,204.34
PED00681,PROD0065,3,258.55,28.32,775.6500000000001
PED00412,PROD0097,1,497.96,34.14,497.96
PED00166,PROD0002,1,97.52,23.3,97.52
PED01723,PROD0079,2,491.39,28.88,982.78
PED00168,PROD0050,1,194.31,27.83,194.31
PED01824,PROD0067,1,108.16,36.91,108.16
PED00228,PROD0086,4,212.91,23.45,851.64
PED01632,PROD0083,3,310.86,9.49,932.58
PED00366,PROD0024,4,114.61,40.49,458.44
PED00527,PROD0029,2,152.81,35.82,305.62
PED00790,PROD0081,3,428.73,47.76,1286.19
PED01670,PROD0010,3,499.51,24.29,1498.53
PED01561,PROD0092,4,165.9,8.52,663.6
PED01887,PROD0016,3,82.94,10.47,248.82
PED00523,PROD0025,4,398.65,39.8,1594.6
PED01095,PROD0022,1,304.22,8.05,304.22
PED01668,PROD0055,4,59.2,45.85,236.8
PED00105,PROD0051,3,473.92,17.67,1421.76
PED00731,PROD0047,3,48.24,45.45,144.72
PED01908,PROD0019,2,316.42,39.81,632.84
PED00964,PROD0001,2,217.73,44.2,435.46
PED01712,PROD0087,2,282.75,14.63,565.5
PED01305,PROD0030,2,114.47,31.81,228.94
PED00132,PROD0026,3,347.17,9.21,1041.51
PED00533,PROD0001,2,480.26,14.1,960.52
PED00974,PROD0077,4,234.63,18.95,938.52
PED00268,PROD0003,1,266.25,38.34,266.25
PED01435,PROD0012,3,127.51,6.11,382.53000000000003
PED00672,PROD0099,2,447.02,45.64,894.04
PED01642,PROD0034,3,485.88,8.19,1457.6399999999999
PED00790,PROD0071,2,395.29,21.94,790.58
PED01888,PROD0065,3,275.96,8.65,827.8799999999999
PED01770,PROD0005,2,478.83,39.6,957.66
PED00017,PROD0030,1,85.39,11.36,85.39
PED01777,PROD0009,2,244.46,44.81,488.92
PED00116,PROD0020,4,273.43,28.86,1093.72
PED00797,PROD0073,3,251.04,47.68,753.12
PED01817,PROD0022,3,403.18,18.07,1209.54
PED01167,PROD0002,4,338.5,25.44,1354.0
PED01740,PROD0031,4,72.06,36.24,288.24
PED00550,PROD0019,1,179.76,42.44,179.76
PED00928,PROD0073,3,176.15,23.96,528.45
PED01689,PROD0028,1,287.16,45.16,287.16
PED01711,PROD0051,3,152.81,10.31,458.43
PED01984,PROD0045,3,67.46,36.89,202.38
PED00752,PROD0033,1,330.3,20.67,330.3
PED00421,PROD0083,3,427.01,9.56,1281.03
PED01921,PROD0060,3,466.49,22.4,1399.47
PED01392,PROD0071,1,486.56,44.61,486.56
PED00645,PROD0070,2,392.75,49.12,785.5
PED00557,PROD0069,1,78.45,22.68,78.45
PED00049,PROD0010,3,428.02,44.89,1284.06
PED00677,PROD0081,4,205.98,27.93,823.92
PED00105,PROD0092,2,367.66,37.27,735.32
PED01239,PROD0088,4,270.32,7.04,1081.28
PED00657,PROD0062,2,416.02,30.08,832.04
PED01946,PROD0020,4,218.5,8.16,874.0
PED01448,PROD0002,2,40.28,17.09,80.56
PED01095,PROD0081,1,282.84,30.51,282.84
PED00987,PROD0087,2,93.93,41.32,187.86
PED00841,PROD0009,2,483.1,30.24,966.2
PED01808,PROD0026,2,268.21,47.13,536.42
PED01782,PROD0011,3,281.24,41.46,843.72
PED00445,PROD0006,4,454.56,12.03,1818.24
PED01948,PROD0016,1,316.05,22.5,316.05
PED01209,PROD0064,4,158.34,35.08,633.36
PED00069,PROD0063,4,155.09,47.23,620.36
PED01997,PROD0025,1,255.77,49.45,255.77
PED00149,PROD0014,3,434.64,39.34,1303.92
PED01269,PROD0032,2,399.42,30.82,798.84
PED00773,PROD0061,3,481.74,39.05,1445.22
PED01561,PROD0046,3,45.22,17.3,135.66
PED01958,PROD0094,2,141.48,17.76,282.96
PED01675,PROD0034,4,49.3,34.45,197.2
PED01122,PROD0064,2,378.03,44.23,756.06
PED01933,PROD0071,1,79.01,48.64,79.01
PED01301,PROD0075,2,58.94,20.36,117.88
PED01586,PROD0082,4,285.22,40.84,1140.88
PED01686,PROD0024,3,211.63,43.32,634.89
PED00943,PROD0056,3,360.4,33.04,1081.1999999999998
PED00454,PROD0031,2,248.64,20.64,497.28
PED01127,PROD0062,1,218.41,32.86,218.41
PED00945,PROD0011,4,218.5,31.3,874.0
PED00600,PROD0062,3,437.22,32.29,1311.66
PED00652,PROD0076,2,203.66,32.87,407.32
PED00724,PROD0091,1,173.36,43.12,173.36
PED00232,PROD0000,1,175.88,12.65,175.88
PED01417,PROD0050,3,106.33,21.53,318.99
PED01524,PROD0069,3,431.74,31.37,1295.22
PED01718,PROD0007,4,81.85,17.75,327.4
PED00250,PROD0067,1,455.22,49.02,455.22
PED01544,PROD0004,4,148.9,16.84,595.6
PED00078,PROD0088,1,450.72,26.13,450.72
PED01075,PROD0085,1,397.5,44.48,397.5
PED00897,PROD0091,2,295.17,8.6,590.34
PED00920,PROD0038,3,338.04,41.93,1014.1200000000001
PED00780,PROD0022,1,169.66,30.7,169.66
PED00225,PROD0067,4,291.37,6.43,1165.48
PED01074,PROD0051,3,153.28,45.63,459.84000000000003
PED01209,PROD0003,4,207.11,6.76,828.44
PED01057,PROD0046,3,384.68,28.18,1154.04
PED00802,PROD0020,3,129.53,7.21,388.59000000000003
PED00741,PROD0055,1,421.03,8.2,421.03
PED00130,PROD0065,2,194.18,44.92,388.36
PED01022,PROD0058,1,270.76,39.46,270.76
PED00631,PROD0006,3,471.56,13.86,1414.68
PED01466,PROD0048,1,343.82,32.92,343.82
PED00837,PROD0015,1,326.35,40.76,326.35
PED00758,PROD0016,3,358.69,45.03,1076.07
PED01455,PROD0083,3,459.87,26.07,1379.6100000000001
PED00703,PROD0086,1,131.77,45.39,131.77
PED00496,PROD0097,1,310.49,27.85,310.49
PED01426,PROD0074,1,206.19,35.97,206.19
PED00322,PROD0033,4,15.81,49.06,63.24
PED01233,PROD0032,1,71.4,15.62,71.4
PED00614,PROD0025,4,169.25,12.58,677.0
PED00328,PROD0065,2,286.85,20.39,573.7
PED01395,PROD0062,4,441.92,12.4,1767.68
PED01483,PROD0086,1,397.65,17.79,397.65
PED00132,PROD0040,2,281.13,38.43,562.26
PED00834,PROD0085,4,46.2,26.49,184.8
PED00650,PROD0057,4,150.09,21.88,600.36
PED00120,PROD0097,3,189.69,21.59,569.0699999999999
PED00605,PROD0078,2,314.64,13.75,629.28
PED01475,PROD0009,3,41.81,25.13,125.43
PED00964,PROD0014,2,269.79,33.11,539.58
PED00128,PROD0041,4,451.72,11.26,1806.88
PED01114,PROD0092,3,355.66,48.78,1066.98
PED01627,PROD0056,1,400.57,24.95,400.57
PED01598,PROD0086,4,344.02,47.66,1376.08
PED00028,PROD0016,2,111.23,11.06,222.46
PED00721,PROD0059,2,64.14,39.52,128.28
PED01547,PROD0008,3,416.45,32.79,1249.35
PED00332,PROD0035,3,350.8,41.9,1052.4
PED01320,PROD0072,2,291.78,32.03,583.56
PED01153,PROD0079,4,102.75,48.33,411.0
PED01316,PROD0035,3,305.64,33.21,916.92
PED01196,PROD0047,1,25.35,40.31,25.35
PED01743,PROD0050,2,68.23,44.49,136.46
PED00943,PROD0096,1,162.83,37.16,162.83
PED01047,PROD0094,2,227.43,28.59,454.86
PED01122,PROD0069,1,69.08,17.28,69.08
PED01429,PROD0073,4,68.77,43.45,275.08
PED00355,PROD0079,2,365.69,26.63,731.38
PED00138,PROD0067,4,289.16,32.93,1156.64
PED01526,PROD0021,3,271.53,8.57,814.5899999999999
PED01849,PROD0076,2,231.69,27.38,463.38
PED01197,PROD0079,4,488.51,36.42,1954.04
PED00028,PROD0092,1,34.4,31.28,34.4
PED00930,PROD0005,4,98.51,25.18,394.04
PED00495,PROD0025,2,327.28,15.05,654.56
PED01013,PROD0074,4,76.82,18.94,307.28
PED00654,PROD0087,1,298.8,36.53,298.8
PED00827,PROD0092,1,288.2,15.09,288.2
PED00350,PROD0002,1,485.79,32.98,485.79
PED00553,PROD0051,3,442.86,31.54,1328.58
PED00298,PROD0073,2,473.32,48.67,946.64
PED01743,PROD0059,1,65.67,7.74,65.67
PED01865,PROD0062,3,435.39,9.87,1306.17
PED01968,PROD0064,1,73.25,27.77,73.25
PED01215,PROD0051,4,320.14,28.72,1280.56
PED01695,PROD0089,2,362.84,6.8,725.68
PED00063,PROD0075,4,88.82,42.16,355.28
PED00754,PROD0013,3,320.0,27.26,960.0
PED00769,PROD0088,4,35.71,20.6,142.84
PED01687,PROD0071,4,153.7,19.35,614.8
PED01238,PROD0067,1,461.37,43.76,461.37
PED00833,PROD0027,4,94.15,13.85,376.6
PED00165,PROD0070,1,41.98,12.22,41.98
PED01566,PROD0009,1,227.4,14.59,227.4
PED01906,PROD0056,2,426.8,33.13,853.6
PED01255,PROD0099,3,47.57,41.49,142.71
PED01817,PROD0065,3,184.21,19.89,552.63
PED01564,PROD0089,3,450.89,12.81,1352.67
PED01218,PROD0049,1,67.9,14.41,67.9
PED00505,PROD0013,3,162.23,32.86,486.68999999999994
PED01357,PROD0015,1,391.43,16.07,391.43
PED01791,PROD0053,2,276.17,44.48,552.34
PED00792,PROD0042,3,417.84,9.68,1253.52
PED01327,PROD0041,1,64.68,6.46,64.68
PED00832,PROD0080,3,461.07,8.98,1383.21
PED01460,PROD0021,3,468.11,43.05,1404.33
PED01346,PROD0067,2,86.1,34.31,172.2
PED01525,PROD0018,4,26.6,48.1,106.4
PED00857,PROD0065,3,495.02,20.13,1485.06
PED01937,PROD0038,2,246.3,14.57,492.6
PED01416,PROD0072,3,290.32,30.29,870.96
PED00805,PROD0018,3,311.79,29.2,935.3700000000001
PED01622,PROD0015,3,396.94,31.6,1190.82
PED01172,PROD0053,3,407.87,20.64,1223.6100000000001
PED00760,PROD0024,4,105.02,5.27,420.08
PED00832,PROD0017,4,125.95,6.58,503.8
PED01428,PROD0022,3,439.65,34.87,1318.9499999999998
PED00282,PROD0084,3,411.56,28.55,1234.68
PED01385,PROD0010,2,312.63,41.95,625.26
PED00378,PROD0038,2,497.4,18.52,994.8
PED00197,PROD0067,1,370.24,41.7,370.24
PED01014,PROD0024,4,115.76,24.15,463.04
PED01023,PROD0062,3,424.86,9.35,1274.58
PED00555,PROD0095,4,213.22,49.01,852.88
PED00355,PROD0029,2,27.71,28.04,55.42
PED01563,PROD0044,4,167.5,33.33,670.0
PED01452,PROD0089,4,384.14,35.19,1536.56
PED01040,PROD0060,3,480.5,21.31,1441.5
PED00638,PROD0099,3,145.31,38.64,435.93
PED00378,PROD0050,2,130.79,44.16,261.58
PED00679,PROD0097,3,286.17,22.42,858.51
PED00505,PROD0008,2,407.73,34.57,815.46
PED01779,PROD0075,2,375.8,39.07,751.6
PED00898,PROD0001,1,284.38,13.56,284.38
PED00075,PROD0004,1,319.38,19.97,319.38
PED00230,PROD0061,1,128.63,9.9,128.63
PED01739,PROD0068,4,221.96,32.1,887.84
PED00961,PROD0051,1,135.13,41.04,135.13
PED01271,PROD0085,3,443.36,32.49,1330.08
PED00301,PROD0004,3,65.15,13.09,195.45000000000002
PED00725,PROD0058,1,343.07,29.59,343.07
PED00214,PROD0067,4,137.54,42.57,550.16
PED01181,PROD0008,2,243.03,18.62,486.06
PED00068,PROD0092,4,156.71,42.47,626.84
PED00392,PROD0021,4,168.39,40.31,673.56
PED01108,PROD0026,2,137.59,5.98,275.18
PED00266,PROD0009,2,378.87,15.78,757.74
PED01092,PROD0079,2,189.2,29.43,378.4
PED00610,PROD0060,3,365.91,37.29,1097.73
PED01370,PROD0050,2,233.47,44.62,466.94
PED01008,PROD0009,2,278.15,33.85,556.3
PED00961,PROD0005,4,276.21,22.12,1104.84
PED00727,PROD0061,4,488.17,13.31,1952.68
PED01950,PROD0004,1,189.86,39.2,189.86
PED00672,PROD0069,4,111.77,14.31,447.08
PED00422,PROD0062,2,456.78,36.29,913.56
PED01629,PROD0055,3,95.67,13.15,287.01
PED01197,PROD0058,4,418.87,9.1,1675.48
PED01700,PROD0062,4,83.61,16.3,334.44
PED00114,PROD0088,2,332.77,17.82,665.54
PED00219,PROD0058,4,83.76,34.12,335.04
PED01979,PROD0050,4,462.31,12.24,1849.24
PED00030,PROD0049,2,286.85,46.86,573.7
PED01546,PROD0003,4,171.34,29.95,685.36
PED01366,PROD0047,3,78.76,27.09,236.28000000000003
PED01400,PROD0031,1,191.88,24.56,191.88
PED01153,PROD0050,4,355.46,30.5,1421.84
PED00616,PROD0051,3,198.63,6.01,595.89
PED00538,PROD0098,4,130.59,49.55,522.36
PED00738,PROD0073,1,292.93,30.09,292.93
PED01025,PROD0033,2,214.73,6.58,429.46
PED00870,PROD0035,1,91.25,31.55,91.25
PED00100,PROD0069,4,85.45,24.67,341.8
PED01556,PROD0042,1,356.66,6.08,356.66
PED01081,PROD0015,1,487.59,46.6,487.59
PED01412,PROD0058,2,124.22,5.48,248.44
PED00691,PROD0052,4,388.84,31.0,1555.36
PED00940,PROD0018,1,52.93,48.28,52.93
PED00340,PROD0097,1,196.97,15.69,196.97
PED00860,PROD0088,2,258.28,16.44,516.56
PED01043,PROD0094,3,141.69,5.02,425.07
PED01278,PROD0040,4,269.49,7.99,1077.96
PED01340,PROD0080,3,442.48,7.02,1327.44
PED00037,PROD0046,3,472.77,42.02,1418.31
PED00659,PROD0093,2,59.27,42.65,118.54
PED01560,PROD0053,2,143.2,37.7,286.4
PED01409,PROD0054,4,489.78,20.87,1959.12
PED01656,PROD0094,3,142.51,41.96,427.53
PED00927,PROD0018,1,349.43,29.29,349.43
PED01049,PROD0061,3,134.19,18.69,402.57
PED00453,PROD0098,2,184.62,24.68,369.24
PED01704,PROD0092,1,103.73,7.96,103.73
PED01346,PROD0058,1,429.59,47.52,429.59
PED00736,PROD0064,2,442.5,32.86,885.0
PED01536,PROD0067,1,155.49,37.91,155.49
PED00818,PROD0027,3,413.56,35.45,1240.68
PED00772,PROD0017,2,185.54,35.05,371.08
PED00012,PROD0025,4,58.52,5.78,234.08
PED00914,PROD0018,2,381.46,28.64,762.92
PED01931,PROD0054,4,302.26,41.98,1209.04
PED01583,PROD0056,4,144.45,7.0,577.8
PED00920,PROD0005,2,133.97,48.03,267.94
PED00824,PROD0000,2,488.06,24.09,976.12
PED00370,PROD0007,4,432.63,18.05,1730.52
PED01314,PROD0096,4,406.8,28.93,1627.2
PED00331,PROD0050,1,72.73,41.05,72.73
PED01629,PROD0084,2,380.04,26.36,760.08
PED00260,PROD0087,2,115.12,34.03,230.24
PED01813,PROD0024,1,488.92,27.5,488.92
PED01894,PROD0046,2,35.52,33.41,71.04
PED01228,PROD0054,1,182.55,11.21,182.55
PED00696,PROD0063,1,220.04,6.74,220.04
PED00686,PROD0082,2,413.86,11.16,827.72
PED00949,PROD0092,3,385.45,17.86,1156.35
PED00386,PROD0009,4,193.75,16.4,775.0
PED01915,PROD0055,2,287.12,32.68,574.24
PED00820,PROD0011,3,419.44,25.52,1258.32
PED00467,PROD0032,1,18.92,6.75,18.92
PED01438,PROD0070,3,403.07,6.57,1209.21
PED00068,PROD0016,2,473.98,9.08,947.96
PED01495,PROD0060,2,25.71,20.89,51.42
PED01127,PROD0009,3,32.33,5.28,96.99
PED01781,PROD0030,2,178.81,27.23,357.62
PED01184,PROD0059,4,53.01,21.23,212.04
PED00199,PROD0069,3,244.85,29.99,734.55
PED00215,PROD0016,1,367.07,37.44,367.07
PED01969,PROD0049,3,287.78,16.29,863.3399999999999
PED00211,PROD0036,3,106.25,12.07,318.75
PED00507,PROD0081,3,330.86,17.51,992.58
PED00015,PROD0061,3,345.58,5.08,1036.74
PED01521,PROD0089,1,466.9,10.4,466.9
PED00883,PROD0079,1,81.93,38.79,81.93
PED00331,PROD0071,1,349.24,15.03,349.24
PED00716,PROD0087,3,456.6,49.74,1369.8000000000002
PED01900,PROD0076,4,255.77,12.55,1023.08
PED00550,PROD0028,4,187.28,40.49,749.12
PED01624,PROD0031,1,93.67,36.73,93.67
PED00941,PROD0087,4,434.73,19.5,1738.92
PED00255,PROD0079,4,203.18,19.88,812.72
PED00991,PROD0010,4,463.19,30.36,1852.76
PED01789,PROD0095,4,425.4,43.36,1701.6
PED00727,PROD0005,4,194.55,22.38,778.2
PED00879,PROD0034,2,291.22,7.75,582.44
PED00814,PROD0032,1,23.32,21.85,23.32
PED01195,PROD0017,3,138.98,14.33,416.93999999999994
PED00648,PROD0036,4,358.03,47.26,1432.12
PED00999,PROD0012,2,342.18,36.38,684.36
PED01521,PROD0073,3,183.15,7.29,549.45
PED00470,PROD0089,2,406.22,18.18,812.44
PED01407,PROD0080,4,125.56,7.26,502.24
PED00689,PROD0063,4,236.02,42.35,944.08
PED01612,PROD0000,4,241.54,45.78,966.16
PED00699,PROD0062,4,177.0,10.05,708.0
PED00506,PROD0088,3,477.79,24.81,1433.3700000000001
PED00991,PROD0033,3,351.38,46.93,1054.1399999999999
PED01009,PROD0009,2,274.21,11.53,548.42
PED01550,PROD0083,1,260.15,18.14,260.15
PED00803,PROD0006,4,88.06,18.69,352.24
PED00830,PROD0055,2,192.37,6.35,384.74
PED01348,PROD0079,2,339.66,6.63,679.32
PED00213,PROD0036,2,463.04,47.88,926.08
PED01231,PROD0028,4,410.07,30.7,1640.28
PED00168,PROD0011,4,157.19,18.8,628.76
PED01353,PROD0016,2,222.64,22.04,445.28
PED01303,PROD0047,4,50.63,37.17,202.52
PED00977,PROD0083,2,60.06,21.49,120.12
PED01328,PROD0025,3,240.41,15.25,721.23
PED00145,PROD0082,4,269.81,9.58,1079.24
PED01798,PROD0011,3,139.37,37.8,418.11
PED00515,PROD0020,1,324.96,13.13,324.96
PED01113,PROD0041,4,354.66,8.13,1418.64
PED00452,PROD0060,1,156.57,24.21,156.57
PED00059,PROD0057,2,381.63,6.78,763.26
PED01334,PROD0053,4,110.75,48.42,443.0
PED00527,PROD0033,4,276.68,33.23,1106.72
PED01250,PROD0006,4,404.1,11.87,1616.4
PED01023,PROD0034,1,273.13,12.76,273.13
PED00473,PROD0014,1,454.9,30.64,454.9
PED01564,PROD0064,2,38.67,21.05,77.34
PED01686,PROD0089,3,298.27,39.84,894.81
PED00756,PROD0098,3,285.26,29.56,855.78
PED00781,PROD0024,1,333.57,24.5,333.57
PED01102,PROD0058,4,418.37,48.33,1673.48
PED00432,PROD0078,3,365.67,22.58,1097.01
PED01824,PROD0085,3,397.24,23.03,1191.72
PED01176,PROD0005,1,151.52,34.96,151.52
PED01812,PROD0051,2,199.87,41.43,399.74
PED00400,PROD0078,1,317.12,33.18,317.12
PED01302,PROD0087,1,281.2,36.44,281.2
PED00056,PROD0020,4,480.94,21.78,1923.76
PED01002,PROD0070,1,101.55,26.58,101.55
PED00185,PROD0092,4,182.13,13.87,728.52
PED00397,PROD0095,2,290.65,35.61,581.3
PED00604,PROD0031,4,435.3,14.97,1741.2
PED00787,PROD0052,2,465.38,5.06,930.76
PED00157,PROD0058,2,174.66,47.02,349.32
PED01810,PROD0068,2,42.88,18.77,85.76
PED01716,PROD0061,1,216.59,13.85,216.59
PED01382,PROD0003,4,203.23,17.07,812.92
PED01463,PROD0085,3,493.38,19.87,1480.1399999999999
PED00588,PROD0017,1,221.22,26.35,221.22
PED00465,PROD0098,2,159.8,8.12,319.6
PED01686,PROD0080,3,189.03,7.37,567.09
PED00445,PROD0055,1,204.49,18.18,204.49
PED01773,PROD0023,3,412.55,18.31,1237.65
PED00800,PROD0065,2,49.7,10.29,99.4
PED01766,PROD0012,3,165.09,23.22,495.27
PED01511,PROD0061,3,483.5,17.78,1450.5
PED01553,PROD0053,2,85.02,6.17,170.04
